reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email,customer_group,customer_section,supplier_group,supplier_section,customer_group_name,customer_section_name,supplier_group_name,supplier_section_name
№ 2052500051526000040,108794173,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",71760.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3890900181726000001,108767573,Исполнение завершено,УПРАВЛЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ ЯМАЛЬСКОГО РАЙОНА,5819.0,МИГЛАН МАРИЯ ИГОРЕВНА,8608061833.0,,,860806183381,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3741301150425000001,109258041,Исполнение завершено,"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГРАЖДАНСКОЙ ЗАЩИТЫ КЫШТЫМСКОГО ГОРОДСКОГО ОКРУГА""",64621.2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАВКАРДСЕРВИС"" (ООО ""СКС"")",2635832414.0,263501001.0,,2635832414,,80,N,46,G,Охрана и безопасность,Административная деятельность,Оптовая торговля,Торговля оптовая и розничная
№ 3234700284026000067,107674461,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ КРАВЧЕНКО Н.Г."" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",46500.0,МУЗЕВИЧ ВЛАДИМИР ЕВГЕНЬЕВИЧ,6125008621.0,,,612500862199,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3235203800026000017,106711687,Исполнение завершено,АДМИНИСТРАЦИЯ ТЕМРЮКСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТЕМРЮКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОДАРСКОГО КРАЯ,525000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМАНСКАЯ СЕРВИСНАЯ КОМПАНИЯ"" (ООО ""ТСК"")",2352040288.0,235201001.0,,2352040288,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2694000090025000157,107878756,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТВЕРСКОЙ ОБЛАСТИ ""СОНКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",1931.7,"НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОПТИКОМ"" (АО ""ОПТИКОМ"")",7734523776.0,772401001.0,,7734523776,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2622802006924000201,104035880,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",117761.05,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНЫЙ ЦЕНТР ""ТЕХЛИФТ"" (ООО ИЦ ""ТЕХЛИФТ"")",6231033050.0,623401001.0,,6231033050,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1325005747826000004,108117330,Исполнение завершено,УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО БРЯНСКОЙ ОБЛАСТИ,38344.53,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"" (ФГУП ""ФЭО"")КПП крупнейшегоналогоплательщика:",4714004270.0,770601001.0,,4714004270,,84,O,38,E,Государственное управление,Государственное управление и безопасность,Утилизация отходов,"Водоснабжение, водоотведение, утилизация отходов"
№ 2780403877626000019,108372851,Исполнение завершено,"САНКТ - ПЕТЕРБУРГСКОЕ  ГОСУДАРСТВЕННОЕ  БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",103400.0,КОВАЧ ТАНЯ ВАЛЕРЬЕВНА,6612197385.0,,,661219738532,,88,Q,IP,IP,Социальные услуги,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2245100095226000015,108488056,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНАВТОТРАНС""",67636.85,РЫБИН АНДРЕЙ ВЛАДИМИРОВИЧ,2464002994.0,,,246400299468,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2183502772725000649,108804936,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕСПУБЛИКАНСКАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""",104664.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263.0,503801001.0,,7716644263,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3235203800026000016,106711561,Исполнение завершено,АДМИНИСТРАЦИЯ ТЕМРЮКСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТЕМРЮКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОДАРСКОГО КРАЯ,525000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМАНСКАЯ СЕРВИСНАЯ КОМПАНИЯ"" (ООО ""ТСК"")",2352040288.0,235201001.0,,2352040288,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1770807545425000316,105531746,Исполнение завершено,МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ,85000000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРС - ЦЕНТР РАЗРАБОТКИ"" (ООО ""ФОРС - ЦЕНТР РАЗРАБОТКИ"")",7702270040.0,770201001.0,,7702270040,,46,G,46,G,Оптовая торговля,Торговля оптовая и розничная,Оптовая торговля,Торговля оптовая и розничная
№ 3670002726325000062,107113763,Исполнение завершено,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""РОСЛАВЛЬСКИЙ МУНИЦИПАЛЬНЫЙ ОКРУГ"" СМОЛЕНСКОЙ ОБЛАСТИ",780000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАРС"" (ООО ""ЧОП ""БАРС"")",6732077651.0,673201001.0,,6732077651,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3190700238623000002,99006898,Исполнение завершено,АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ЗНАМЕНСКОГО СЕЛЬСОВЕТА БОГРАДСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ,296348.82,"ФИЛИАЛ ""АТОМЭНЕРГОСБЫТ"" ХАКАСИЯ (Общество с ограниченной ответственностью ""АтомЭнергоСбыт Бизнес"", филиал ""АтомЭнергоСбыт"" Хакасия)Является обособленным подразделением юридического лица",4633017746.0,190043001.0,,4633017746,,84,O,35,D,Государственное управление,Государственное управление и безопасность,"Электроэнергия, газ и пар","Электроэнергия, газ и пар"
№ 3503102672026000005,107597924,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 83 ИМЕНИ КАВАЛЕРА ОРДЕНА МУЖЕСТВА Е.Е. ТАБАКОВА И А.Н. КОЩЕЕВА""",1434453.35,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"" (АО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"")",7715995942.0,770701001.0,,7715995942,,85,P,58,J,Образование,Образование,Издательская деятельность,Информация и связь
№ 3290400852925000002,98478421,Исполнение завершено,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 75""",1804154.04,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕНИЕ КОТЕЛЬНЫХ И ТЕПЛОВЫХ СЕТЕЙ"" (ООО ""ОК И ТС"")",2904030161.0,290401001.0,,2904030161,,85,P,35,D,Образование,Образование,"Электроэнергия, газ и пар","Электроэнергия, газ и пар"
№ 2682700793425000001,103466513,Исполнение завершено,"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ИМ. С.С.БРЮХОНЕНКО ГОРОДА МИЧУРИНСКА""",766616.4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДПОСТАВКА"" (ООО ""МЕДПОСТАВКА"")",6829083708.0,682901001.0,,6829083708,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3234700284026000033,106884201,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ КРАВЧЕНКО Н.Г."" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",400000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИРИУС НПВ"" (ООО ""СИРИУС НПВ"")",2310237451.0,231001001.0,,2310237451,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3235203800026000018,106711314,Исполнение завершено,АДМИНИСТРАЦИЯ ТЕМРЮКСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТЕМРЮКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОДАРСКОГО КРАЯ,525000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМАНСКАЯ СЕРВИСНАЯ КОМПАНИЯ"" (ООО ""ТСК"")",2352040288.0,235201001.0,,2352040288,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2519091340726000001,106170002,Исполнение завершено,"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ  МУРМАНСКОЙ ОБЛАСТИ""",672804.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПАО ""РОСТЕЛЕКОМ"")КПП крупнейшегоналогоплательщика:",7707049388.0,784201001.0,,7707049388,,84,O,61,J,Государственное управление,Государственное управление и безопасность,Телекоммуникации,Информация и связь
№ 2772226618625000059,105699036,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1222 ИМЕНИ МАРШАЛА СОВЕТСКОГО СОЮЗА И.Х. БАГРАМЯНА""",1400832.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСХОД БИЗНЕС ГРУПП"" (ООО ""ВОСХОД БИЗНЕС ГРУПП"")",7713635937.0,772101001.0,,7713635937,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 3190600508826000009,108596611,Исполнение завершено,КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ БЕЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ,3300000.0,ФЕДОРОВА ЮЛИЯ ЮРЬЕВНА,1901038597.0,,,190103859700,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2771433860926001430,107860299,Исполнение завершено,"ФИЛИАЛ № 1 ГКУ ""АЗ (КС) ДЗМ""",10254798.4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРИОН"" (ООО ""БАРИОН"")",7719481754.0,772401001.0,,7719481754,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2202000141526000036,108310943,Исполнение завершено,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ ЧЕЧЕНСКОЙ РЕСПУБЛИКИ,4650000.0,МОВЛАЕВА РАЯНА СУЛТАНОВНА,2015033352.0,,,201503335233,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2052500051526000043,108792359,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",19500.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
