reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email
№ 2771530378225000058,105086784,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1236 ИМЕНИ С.В. МИЛАШЕНКОВА""",100845.52,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНФЕССА"" (ООО ""КОНФЕССА"")",7706506190,772401001,,7706506190,
№ 2780228121426000012,108421926,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 482 ИМЕНИ В.П. ВОЛОГДИНА ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,448000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЭДЛИ РУС"" (ООО ""ГЭДЛИ РУС"")",7814809717,781401001,,7814809717,
№ 2057201533225000126,101065169,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",513240.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 2612700720926000033,107757895,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" В ПЕСЧАНОКОПСКОМ РАЙОНЕ",121000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬДЕМАРИН"" (ООО ""АЛЬДЕМАРИН"")",6163128311,616301001,,6163128311,
№ 3243700238725000002,107846628,Исполнение завершено,АДМИНИСТРАЦИЯ ВОРОГОВСКОГО СЕЛЬСОВЕТА ТУРУХАНСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,7622.16,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРУХАНСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (ООО ""ТУРУХАНСКЭНЕРГОКОМ"")",2437005236,243701001,,2437005236,
№ 3471601410725000003,108889280,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ""СЕЛЬЦОВСКИЙ ЦЕНТР ОБРАЗОВАНИЯ ИМЕНИ Е.М. МЕЛАШЕНКО""",690508.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОСПЕЦСЕРВИС"" (ООО ""ЕСС"")",7806254638,780201001,,7806254638,
№ 2481400081826000035,108503633,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНОВЛЯНСКАЯ  РАЙОННАЯ БОЛЬНИЦА""",9750.0,СТЕПАНЕНКОВА ЛИНДА ДМИТРИЕВНА,4823046719,,,482304671990,
№ 2040000006923000082,86217965,Исполнение завершено,"КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""РЕСПУБЛИКАНСКОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ ""ГОРНО-АЛТАЙАВТОДОР""",68903773.2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСХОД"" (ООО ""ВОСХОД"")",2223580260,540701001,,2223580260,
№ 2672503334026000062,108929250,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЕЛЬНИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",26350.0,АЛЕКСЕЕВА ОЛЬГА МИХАЙЛОВНА,6729079940,,,672907994006,
№ 2057201533225000124,101028904,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",463890.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 1246305680825000002,97955882,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 242""",5000.0,"КРАСНОЯРСКИЙ ФИЛИАЛ ПАО ""РОСТЕЛЕКОМ""Является обособленным подразделением юридического лица",7707049388,246643001,,7707049388,
№ 1972929315026000038,108877319,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 52582""",116448.48,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСП-ЦЕНТР ДИСТРИБЬЮЦИИ"" (ООО ""АСП-ЦЕНТР ДИСТРИБЬЮЦИИ"")",6685193792,668501001,,6685193792,
№ 2225000204324000164,108694697,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАСНОГОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",9276.96,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛВИТФАРМ"" (ООО ""АЛВИТФАРМ"")",2222877170,222201001,,2222877170,
№ 1773301215125000077,105187834,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",1851373.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИГАРД"" (ООО «МЕДИГАРД»)",9728094160,772801001,,9728094160,
№ 2434701047525000174,98241878,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КИРОВСКОЙ ОБЛАСТИ,154500.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬБАТРОС"" (ООО ""АЛЬБАТРОС"")",7724922443,772401001,,7724922443,
№ 2612700720926000029,107519828,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" В ПЕСЧАНОКОПСКОМ РАЙОНЕ",139513.19,ЕВТУШЕНКО ТАТЬЯНА ВАЛЕРЬЕВНА,6165087689,,,616508768928,
№ 2182000041925000263,104473790,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""СЮМСИНСКАЯ РАЙОННАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""",934.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""Н.В.П"" (ООО ""КОМПАНИЯ ""Н.В.П"")",6663071261,668601001,,6663071261,
№ 3460800365125000004,109237142,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАСТОРЕНСКИЙ ДЕТСКИЙ САД ""СКАЗКА"" КАСТОРЕНСКОГО РАЙОНА КУРСКОЙ ОБЛАСТИ",555822.45,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ ЭНЕРГОСБЫТ"" (АО ""РОСАТОМ ЭНЕРГОСБЫТ"")КПП крупнейшегоналогоплательщика:",7704228075,772501001,,7704228075,
№ 2057201533225000110,100935994,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",380700.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 1614100423126000018,108331835,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 15 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РОСТОВСКОЙ ОБЛАСТИ""",7435.7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСКАЯ ХИМИЧЕСКАЯ КОМПАНИЯ"" (ООО ""ДХК"")",6141024703,616701001,,6141024703,
№ 2481400081826000036,108504286,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНОВЛЯНСКАЯ  РАЙОННАЯ БОЛЬНИЦА""",1200.0,СТЕПАНЕНКОВА ЛИНДА ДМИТРИЕВНА,4823046719,,,482304671990,
№ 3244600901126000001,108966303,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТЕХНИЧЕСКИЙ ЦЕНТР КОМПЛЕКСНОГО ОБСЛУЖИВАНИЯ ГОРОДА ДИВНОГОРСКА""",4878.54,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ДИВНОГОРСКИЙ ВОДОКАНАЛ"" (МУП ""ДВК"")",2446008201,244601001,,2446008201,
№ 2771609955425000718,105449539,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МНОГОПРОФИЛЬНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ""КОММУНАРКА"" ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",254826.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОМЕДИКА"" (ООО ""ЭКОМЕДИКА"")",7724419198,772401001,,7724419198,
№ 2040000006925000092,102999018,Исполнение завершено,"КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""РЕСПУБЛИКАНСКОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ ""ГОРНО-АЛТАЙАВТОДОР""",29502.97,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"" (ООО ""ЭНЕРГОСТРОЙ"")",2224158534,222401001,,2224158534,
№ 2781305472826000070,108995078,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",36504.38,РОЗЕНГАУЗ МИХАИЛ ГЕННАДЬЕВИЧ,7801075487,,,780107548706,
№ 2057201533225000109,100935927,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",421200.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 2781430902326000029,108851334,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ХОСПИС  №1""",96973.48,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИКАМ"" (ООО ""МЕДИКАМ"")",7806583985,781101001,,7806583985,
№ 2503406146625000591,105581819,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ОРЕХОВО-ЗУЕВСКАЯ БОЛЬНИЦА""",870090.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСП"" (ООО ""ИСП"")",5040191791,180001001,,5040191791,
№ 3590250641126000014,108984601,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ПО ОБРАЩЕНИЮ С ЖИВОТНЫМИ БЕЗ ВЛАДЕЛЬЦЕВ""",115575.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""БИОЛОГИЯ"" (ООО ""КОМПАНИЯ ""БИОЛОГИЯ"")",7814501288,780201001,,7814501288,
№ 2040000006925000091,102999044,Исполнение завершено,"КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""РЕСПУБЛИКАНСКОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ ""ГОРНО-АЛТАЙАВТОДОР""",11737.16,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙ"" (ООО ""ЭНЕРГОСТРОЙ"")",2224158534,222401001,,2224158534,
№ 2481400081826000037,108537447,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНОВЛЯНСКАЯ  РАЙОННАЯ БОЛЬНИЦА""",2520.0,СТЕПАНЕНКОВА ЛИНДА ДМИТРИЕВНА,4823046719,,,482304671990,
№ 2770401235826000003,108167290,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ СПОРТИВНАЯ ШКОЛА ""МОСКОВСКАЯ АКАДЕМИЯ ТАНЦЕВАЛЬНОГО СПОРТА И АКРОБАТИЧЕСКОГО РОК-Н-РОЛЛА"" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ",2244473.2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИРЕКЦИЯ СПОРТМЕРОПРИЯТИЙ"" (ООО ""ДИРЕКЦИЯ СПОРТМЕРОПРИЯТИЙ"")",5047106153,504701001,,5047106153,
№ 2190100531024000660,92487114,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Г.Я. РЕМИШЕВСКОЙ""",154399.95,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДКОНТУР РАЗВИТИЕ"" (ООО ""МЕДКОНТУР РАЗВИТИЕ"")",7802937390,780201001,,7802937390,
№ 3165102804725000023,105486997,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №29"" НИЖНЕКАМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН",2490.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТМ-ЗАЩИТА"" (ООО ""РИТМ-ЗАЩИТА"")",1651037355,165101001,,1651037355,
№ 2165100327526000010,108258717,Исполнение завершено,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""МИЛОСЕРДИЕ"" МИНИСТЕРСТВА ТРУДА, ЗАНЯТОСТИ И СОЦИАЛЬНОЙ ЗАЩИТЫ РЕСПУБЛИКИ ТАТАРСТАН В НИЖНЕКАМСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ""",11970.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕЛЛИЯ ПЛЮС"" (ООО ""НЕЛЛИЯ ПЛЮС"")",6321414100,632101001,,6321414100,
№ 1614100423126000021,108390791,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 15 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РОСТОВСКОЙ ОБЛАСТИ""",112478.0,КОНДАКОВА НАТАЛЬЯ ЮРЬЕВНА,5836019197,,,583601919744,
№ 2057201533225000107,100905540,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",128860.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕСТЕЙТ"" (ООО ""ЛЕСТЕЙТ"")",7726358409,772701001,,7726358409,
№ 2772166293426000025,108853911,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""РЕСУРСНЫЙ ЦЕНТР ПО РАЗВИТИЮ И ПОДДЕРЖКЕ ВОЛОНТЁРСКОГО ДВИЖЕНИЯ ""МОСВОЛОНТЁР""",57600.0,Шеин Илья Константинович,5018141676,,,501814167614,
№ 2121602959725000256,102867063,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МАРИЙ ЭЛ ""ВОЛЖСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""",129847.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИДЕАЛМЕД"" (ООО ""ИДЕАЛМЕД"")",1215230535,121501001,,1215230535,
№ 2781305472826000068,108874189,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",184484.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФИСНЫЕ РЕШЕНИЯ"" (ООО ""ОФИСНЫЕ РЕШЕНИЯ"")",7816735299,781601001,,7816735299,
№ 1771404207025005258,104856684,Исполнение завершено,"МЕДИЦИНСКИЙ РАДИОЛОГИЧЕСКИЙ НАУЧНЫЙ ЦЕНТР ИМЕНИ А.Ф. ЦЫБА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР РАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",6208580.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИСФАРМА"" (ООО ""АЛИСФАРМА"")",7709612239,772801001,,7709612239,
№ 3633500249826000046,108480958,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ЮГО-ЗАПАДНОГО ОКРУГА""",92106.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МРТЕХНИКА"" (ООО ""МРТЕХНИКА"")",6319198807,631101001,,6319198807,
№ 2771609955425000704,101122310,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МНОГОПРОФИЛЬНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ""КОММУНАРКА"" ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",39240.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИ-ЛЕНД"" (ООО ""МЕДИ-ЛЕНД"")",5906172872,590601001,,5906172872,
№ 2057201533225000102,100905140,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",152660.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕСТЕЙТ"" (ООО ""ЛЕСТЕЙТ"")",7726358409,772701001,,7726358409,
№ 2230602135426000007,109077403,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЕЙСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",125752.0,РЕЗАНОВА НАТАЛЬЯ ВИКТОРОВНА,2306030563,,,230603056304,
№ 1771202031325000065,100466085,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",64263226.1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТУМ ОПТИКС"" (ООО ""КВАНТУМ ОПТИКС"")",7722381372,772201001,,7722381372,
